Station Id,Station Name,lat,lon,capacity
7480,Neil McLellan Park,43.65143,-79.47779,14
7481,Westmount Ave / St Clair Ave W - SMART,43.67851,-79.44215,15
7482,Danforth Ave / Sibley Ave,43.690111,-79.292634,11
7483,Southwood Dr / Kingston Rd - SMART,43.678685,-79.297974,12
7484,Briar Hill Ave / Yonge St - SMART,43.713524,-79.400162,16
7485,Blythwood Rd / Yonge St - SMART,43.716652,-79.399993,16
7486,Gerrard St E / Ted Reeve Dr,43.684261,-79.299332,22
7487,Eastwood Rd / Woodbine Ave - SMART,43.676216,-79.309395,15
7488,Summerhill Ave / Maclennan Ave,43.685924,-79.376304,11
7489,Sumach St  / Queen St E,43.656638,-79.358749,19
7491,D'Arcy St / Spadina Ave,43.654074,-79.398115,17
7492,Lake Shore Blvd E / Cherry St,43.6482995,-79.3552533,19
7493,Sackville St / Eastern Ave - SMART,43.653809,-79.3595,12
7494,Davenport Rd / McAlpine St - SMART,43.673768,-79.391253,12
7496,Sunnyside Ave / The Queensway - SMART,43.6397,-79.44865,19
7497,128 Sterling Ave - SMART,43.654004,-79.444792,20
7501,Humberside Grounds - SMART,43.65917,-79.46997,20
7502,University Ave / College St (East),43.65995,-79.38964,14
7503,Gerrard St E / Malvern Ave - SMART,43.685221,-79.294766,20
7504,Gerrard St E / Victoria Park Ave,43.686962,-79.286864,16
7505,Ontario St / Adelaide St E -SMART,43.652458,-79.366433,20
7506,Berkeley St / Adelaide St E - SMART,43.653359,-79.365023,11
7508,Berkeley St / Dundas St E - SMART,43.658816,-79.367318,18
7509,Ontario St / King St E,43.651814,-79.366194,19
7510,Princes Gate / Nunavut Dr,43.6334636,-79.4143057,19
7514,Humber Bay Shores Park / Marine Parade Dr,43.626265,-79.476723,31
7515,Amos Waites Park,43.613606,-79.4883535,27
7516,Superior Ave / Lake Shore Blvd W,43.6146692,-79.4873148,17
7517,Ripley Ave / Ormskirk Ave,43.6390437,-79.4760109,23
7518,Lake Shore Blvd W / Colborne Lodge Dr - SMART,43.63771,-79.458173,27
7519,Sheridan Ave / Dundas St W,43.650365,-79.4338668,23
7520,St Clarens Ave / Shirley Ave,43.6486599,-79.4376413,15
7521,Emerson Ave / Bloor St W - SMART,43.65904,-79.44088,25
7522,Wallace Ave / Pauline Ave - SMART,43.6632257,-79.4397052,17
7523,Lynn Williams St / East Liberty St,43.638925,-79.4168659,15
7524,Lisgar Park,43.6423847,-79.4240277,23
7525,Fennings St / Queen St W - SMART,43.643945,-79.421189,7
7526,Bartlett Parkette - SMART,43.6702236,-79.4360232,23
7527,Joseph J Piccininni Community Centre,43.675648,-79.4527619,19
7528,Spadina Rd / Austin Terrace - SMART,43.67883,-79.408723,17
7529,Symington Ave / Davenport Rd - SMART,43.6704403,-79.45328549999999,15
7530,Sherbourne St N / Elm Ave,43.6752732,-79.3778458,22
7531,541 Huron St - SMART,43.670206,-79.402643,19
7533,Housey St / Dan Leckie Way,43.6380413,-79.39783469999999,27
7534,Walnut Ave / Queen St W,43.645469,-79.411084,17
7535,Wolsley St / Palmerston Ave - SMART,43.647497,-79.406691,16
7536,Palmerston Ave / Dundas St W - SMART,43.651603,-79.408346,23
7537,Euclid Ave / Herrick St - SMART,43.661559,-79.413845,16
7538,Vaughan Rd /Wychwood Ave,43.6882821,-79.4253856,19
7539,Davisville Ave / Pailton Cres,43.69933,-79.39199,19
7540,Alvin Ave / St Clair Ave E - SMART,43.68871,-79.39264,19
7541,Bellwoods Ave / Treford Pl - SMART,43.65246,-79.413528,20
7542,Queen St W / John St,43.650077,-79.391291,23
7543,Nassau St / Bellevue Ave,43.6550458,-79.4034475,15
7544,Foster Pl / Elizabeth St - SMART,43.654565,-79.384679,19
7545,Baldwin St / Henry St - SMART,43.6560758,-79.393259,15
7546,Ross St / Cecil St - SMART,43.6568254,-79.3966159,18
7547,Orde St / McCaul St - SMART,43.6580442,-79.3927404,15
7548,St Joseph St / Bay St - SMART,43.6657049,-79.3873183,20
7549,439 Sherbourne St,43.666051,-79.374161,23
7551,The Esplanade / Hahn Pl - SMART,43.649709,-79.364184,19
7552,Lake Shore Blvd W / Thirty Ninth Street,43.5927419,-79.54033009999999,19
7553,Lake Shore Blvd W / Twenty Fourth St,43.597082,-79.522768,19
7554,Humber College,43.5961692,-79.5160575,27
7555,Royal York Rd / Mimico Ave,43.612063,-79.496573,20
7556,Windsor St / Newcastle St,43.6171635,-79.4971065,31
7557,The Queensway / High St,43.630874,-79.482407,23
7558,Berry Rd / Bell Manor Dr,43.63732,-79.489083,19
7559,Swansea Community Centre,43.6438036,-79.4770327,15
7560,Glenwood Ave / Runnymede Rd,43.656845,-79.478479,17
7561,Annette St / Jane St,43.658574,-79.487246,15
7562,Priscilla  Ave / Dundas St W,43.664665,-79.489385,23
7563,St Clair Ave W / Castleton Ave,43.668496,-79.485426,19
7564,Durie St / Dundas St W,43.665523,-79.484892,23
7565,St Clair Ave W / Gunns Rd,43.672079,-79.470171,23
7566,Weston Rd / St Clair Ave W,43.673019,-79.467994,19
7567,Weston Lions Park,43.698841,-79.519472,27
7568,Jameson Ave / Queen St W,43.63985,-79.43703,27
7569,Toronto Inukshuk Park,43.6323994,-79.40978179999999,19
7570,Carlaw Ave / Dundas St E,43.665076,-79.341509,17
7571,Highfield Rd / Gerrard St E,43.671771,-79.324961,19
7572,Cosburn Ave / Durant Ave,43.6935477,-79.3301658,15
7573,Torrens Ave / Broadview Ave,43.690375,-79.3549427,15
7575,Bayview Ave / Lawren Harris Square,43.6548521,-79.35397680000001,15
7576,Front St E / Bayview Avenue,43.6535,-79.354068,23
7577,Oak St / Sumach St,43.6617908,-79.361515,27
7578,Oak St / Parliament St,43.66081,-79.366238,23
7579,Glebe Rd W / Yonge St,43.7005976,-79.397345,19
7580,Hillsdale Ave W / Yonge St,43.7029672,-79.3979073,15
7581,High Park Ave / Dundas St W,43.6653032,-79.4701178,15
7582,Alameda Ave / Vaughan Rd - SMART,43.690903,-79.4375028,16
7583,Eglinton Ave W / Scarlett Rd,43.6834703,-79.5108942,23
7584,The Pond Rd / Sentinel Rd,43.7696262,-79.5025943,26
7585,Sentinel Rd / Finch Hydro Corridor,43.7641485,-79.5012809,27
7586,Finch West Subway Station,43.76521,-79.491281,23
7587,Dufferin St / Finch Hydro Recreational Trail,43.7724019,-79.4675395,19
7588,G Ross Lord Park,43.7781116,-79.467963,31
7589,Torresdale Ave / Antibes Dr,43.77953,-79.45233,15
7590,Esther Shiner Stadium,43.7774374,-79.4447096,23
7591,Elwood Blvd / Avenue Rd,43.707049,-79.40966,23
7593,Roehampton St / Bayview Ave - SMART,43.711751,-79.378615,31
7594,Fleming Cres / Bayview Ave,43.707045,-79.375437,15
7595,Moore Park,43.693256,-79.383238,26
7596,Langford Ave / Danforth Ave - SMART,43.6800218,-79.3405681,16
7597,Yonge St / Golfdale Rd,43.732016,-79.403637,15
7598,Teddington Park Ave,43.732975,-79.40401,15
7599,Richmond St W / York St,43.650745,-79.383633,17
7600,Russell St / Huron St - SMART,43.660274,-79.398049,20
7601,Brick Works,43.683884,-79.36647,25
7602,Woodbine Ave / O'Connor Dr,43.699281,-79.318802,19
7603,O'Connor Dr / Curity Ave,43.707582,-79.311439,24
7604,St Columba Pl / St Clair Ave E,43.70567,-79.310554,18
7605,Lumsden Ave / Eastdale Ave,43.695487,-79.301755,20
7606,Dawes Rd / Taylor Creek Trl,43.696631,-79.297436,19
7607,Fairmount Park,43.6765897,-79.3163022,19
7608,Wilket Creek Park,43.720645,-79.355474,27
7609,Sunnybrook Park,43.720233,-79.362092,27
7610,Kingston Rd / Beech Ave,43.680095,-79.291714,15
7611,Victoria Park Ave / Danforth Ave - SMART,43.691468,-79.288619,19
7612,Livingston Rd / Guildwood Pkwy,43.747854,-79.199327,19
7613,Livingston Rd (Highland Creek Trail),43.7561681,-79.2026694,27
7614,Morningside Park (Highland Creek Trail),43.779353,-79.193023,23
7615,Colonel Danforth Park,43.7777114,-79.1659711,27
7616,Waterfront Trail (Rouge Hill),43.778015,-79.131911,19
7617,Starspray Ave / Lawrence Ave E,43.788319,-79.123505,23
7618,Vaughan Rd / Oakwood Ave,43.6926825,-79.441042,19
7619,Braemar Ave / Eglinton Ave W,43.7041957,-79.4094472,14
7620,Eglinton Ave E / Redpath Ave,43.7078691,-79.39248,15
7621,Long Branch GO Station,43.591561,-79.545827,33
7622,Marie Curtis Park,43.5880774,-79.5432067,23
7623,Royal York Rd / Lake Shore Blvd W,43.6029904,-79.4926867,19
7624,Guildwood GO Station (South),43.754978,-79.1971289,11
7625,Guildwood GO Station (North),43.755344,-79.1974169,27
7626,Rouge Hill GO Station,43.7805505,-79.1301203,25
7627,Shaw St / Essex St - SMART,43.667076,-79.425116,15
7629,Lundy Ave / Etienne Brule Park,43.6625395,-79.5030161,15
7630,Twelfth St / Thirteenth St,43.6002896,-79.5108692,23
7631,Florence Gell Park,43.6615467,-79.498398,15
7632,Chiltern Hill Rd / Eglinton Ave W,43.7004017,-79.4275305,17
7633,Noble St / Queen St W,43.6424558,-79.4296346,15
7634,University Ave / Gerrard St W (West Side),43.6578449,-79.3899265,18
7635,Runnymede Rd / Annette St,43.6596299,-79.4799176,15
7636,Bloor St W / Riverside Ave,43.6475708,-79.4873058,23
7637,Judson St / Royal York,43.6162721,-79.4990363,19
7639,Riverview Gardens,43.64900249999999,-79.486355,16
7640,Spadina Rd / St.Clair Ave West,43.6842741,-79.4100625,15
7641,Annette St / Dundas W,43.6641174,-79.4588522,15
7642,Yonge St / St Clair Ave,43.68850459999999,-79.3940052,19
7643,Oriole Pkwy / Kilbarry Rd,43.6954486,-79.4026176,19
7644,East Lynn Ave / Danforth Ave,43.6850809,-79.3149901,15
7645,University of Toronto Scarborough,43.7842419,-79.1849889,16
7646,University Ave / Richmond St W,43.6503935,-79.3860211,19
7647,Elm St/ University Ave (East),43.65637299999999,-79.38781039999999,17
7648,Rosedale Station,43.67697949999999,-79.38886389999999,23
7649,Greenwood Subway Station,43.6825806,-79.3302954,20
7650,St Clair W Subway - Heath Entrance,43.686339,-79.4152162,23
7651,Bloor St W / Gladstone Ave - SMART,43.65997369999999,-79.43390540000001,11
7653,Bloor St W / Indian Rd,43.6555257,-79.45738940000001,15
7654,Bloor St W / Pacific Ave - SMART,43.65412449999999,-79.4636388,7
7655,Danforth Ave / Dewhurst Blvd,43.680207,-79.339243,15
7656,Bloor St W / Brock Ave,43.6589882,-79.438715,11
7657,1 Market St - SMART,43.6469928,-79.3706665,20
7658,Holland Park Ave / Oakwood Ave,43.6862918,-79.4382408,15
7659,Amroth Ave / Danforth Ave,43.6856128,-79.31168269999999,19
7660,285 Victoria St,43.656633,-79.379625,19
7662,Beaty Ave / Queen St W,43.6393107,-79.4408141,19
7663,Kilgour Rd / Rumsey Rd,43.718039,-79.371914,17
7664,Sunnybrook Health Center - L Wing,43.72268,-79.37644,15
7665,Sunnybrook Health Centre - S Wing,43.7206694,-79.3775527,11
7666,Dundas St W / St Helen Ave,43.6504218,-79.4407647,26
7667,Spadina Ave / Sussex Ave,43.6647332,-79.4030281,19
