Station Id,Station Name,lat,lon,capacity
7101,Lower Sherbourne St / The Esplanade,43.648655,-79.367061,27
7102,Nelson St / Duncan St,43.648711,-79.389728,31
7103,Jimmie Simpson Park (Queen St E),43.6605603,-79.3437663,15
7104,King St E / River St,43.657071,-79.356598,15
7105,Queen St E / Sackville St,43.6561111,-79.36138888888888,15
7106,Mill St / Tannery Rd,43.652219,-79.354455,15
7107,Cherry St / Distillery Ln,43.650279,-79.356832,15
7108,Front St E / Cherry St,43.652686,-79.358395,15
7109,Seaton St / Dundas St E - SMART,43.658777,-79.369596,32
7110,Queen St E / Berkeley St,43.6552778,-79.36583333333333,15
7111,King St W / Douro St,43.640885,-79.416379,11
7112,Liberty St / Fraser Ave Green P,43.637981,-79.424146,19
7113,Parliament St / Aberdeen Ave,43.665278,-79.368333,15
7114,Carlton St / Parliament St,43.664524,-79.36793,15
7115,Howard St / Sherbourne St,43.6712581,-79.376367,15
7116,Parliament St / Bloor St E,43.671827,-79.371849,15
7117,Castle Frank Station,43.674083,-79.368579,15
7118,King St W / Bay St (East Side),43.648575,-79.380042,19
7119,Sumach St / Carlton St. (Riverdale Farm),43.665867,-79.362506,15
7120,Gerrard St E / River St,43.663993,-79.358534,11
7121,Jarvis St / Dundas St E,43.657266,-79.374756,27
7122,Niagara St / Tecumseth St,43.641389,-79.404444,15
7123,424 Wellington St W,43.643834,-79.396649,15
7124,Dundas St E / Broadview Ave,43.662365,-79.351104,19
7126,Yonge St / Yorkville Ave,43.671944,-79.387778,17
7127,Bay St / Scollard St,43.672152,-79.39018,15
7128,Yonge St / Aylmer Ave,43.675492,-79.388858,15
7129,Davenport Rd / Avenue Rd,43.674991,-79.396273,11
7130,Davenport Rd / Bedford Rd,43.6743985,-79.3986601,15
7131,Taddle Creek Park,43.66986,-79.398443,15
7132,Kendal Ave / Spadina Rd,43.670318,-79.405181,9
7133,Summerhill Station,43.681944,-79.390556,11
7134,Marlborough Ave / Yonge St,43.68,-79.391111,23
7135,Hanna Ave / Liberty St,43.638333,-79.419722,15
7136,Queen St W / Close Ave,43.640634,-79.435841,23
7137,Davenport Rd / Bathurst St - SMART,43.676667,-79.416111,31
7138,Davenport Rd / Christie St - SMART,43.675278,-79.423889,31
7139,Glen Edyth Dr / Davenport Rd,43.677778,-79.405556,15
7140,Macpherson Ave / Spadina Rd - SMART,43.675791,-79.40698,15
7141,Bridgeman Ave / Kendal Ave - SMART,43.675556,-79.410278,15
7142,Bridgeman Ave / Bathurst St - SMART,43.674444,-79.414722,15
7143,Kendal Ave / Bernard Ave,43.671513,-79.408317,15
7144,Palmerston Ave / Vermont Ave - SMART,43.671389,-79.416389,15
7146,Christie St / Benson Ave (Wychwood Barns),43.68,-79.42500000000001,19
7147,King St W / Fraser Ave,43.6394444,-79.42527777777778,15
7148,King St W / Joe Shuster Way,43.639444,-79.423611,15
7149,Yarmouth Rd / Christie St - SMART,43.67,-79.42083333333333,11
7150,Dufferin St / Sylvan Av (Dufferin Grove Park),43.6555556,-79.43361111111112,19
7151,Essex St / Christie St - SMART,43.6686111,-79.42027777777778,19
7152,Ossington Ave / Bloor St W - SMART,43.661705,-79.425734,11
7153,Bloor St W / Christie St - SMART,43.6638889,-79.41888888888889,19
7154,Bathurst Subway Station - SMART,43.6666667,-79.41166666666668,23
7155,Bathurst St / Lennox St - SMART,43.663808,-79.410491,19
7156,Salem Ave / Bloor St W - SMART,43.6608333,-79.43166666666667,15
7157,Dufferin St / Bloor St- SMART,43.66083333333333,-79.43583333333333,23
7158,King St W / Stafford St,43.6422222,-79.41111111111111,15
7160,King St W / Tecumseth St,43.64333333333333,-79.40555555555557,15
7161,Beverley St / College St,43.6575,-79.39527777777778,23
7162,Hayter St / Laplante Ave,43.6591666666667,-79.3855555555556,21
7163,Yonge St / Wood St,43.6622222,-79.3825,15
7164,Gould St / Yonge St (Ryerson University),43.657424,-79.381019,22
7167,Queen St E / George St (Moss Park),43.6544444,-79.3711111111111,17
7168,Queens Quay / Yonge St,43.641646,-79.375308,31
7169,Front St W / Bay St (North Side),43.646162,-79.378912,11
7170,Spadina Ave / Willcocks St,43.6616667,-79.40138888888889,15
7171,Ontario Place Blvd / Lake Shore Blvd W (East),43.6322445,-79.4108105,27
7172,Strachan Ave / Princes' Blvd,43.635,-79.4088888888889,19
7173,Cariboo St / Rail Path,43.66666667,-79.45833333333334,19
7174,Bloor St W / Dundas St W,43.6563889,-79.45166666666667,15
7175,HTO Park (Queens Quay W),43.63796,-79.387502,26
7176,Bathurst St / Fort York Blvd,43.639179,-79.399595,19
7177,East Liberty St / Pirandello St,43.6386111111111,-79.4147222222222,19
7178,Dundas St W / Edna Ave,43.657192,-79.452559,15
7179,Bloor GO / UP Station (West Toronto Railpath),43.6575,-79.4502777777778,19
7180,Lansdowne Subway Station,43.6587734,-79.443054,23
7181,Lansdowne Ave / Whytock Ave,43.6538888888889,-79.4413888888889,15
7182,Sterling Rd / Dundas St W - SMART,43.6508333333333,-79.4430555555556,19
7183,St Clarens Ave / College St,43.651238,-79.43868,15
7184,Ossington Ave / College St,43.6544915,-79.422634,11
7188,Exhibition GO (Atlantic Ave),43.6366666666667,-79.4197222222222,23
7189,Augusta Ave / Denison Sq,43.653766,-79.4016759,15
7190,St. George St / Hoskin Ave,43.6637403,-79.39806449999999,15
7191,Central Tech  (Harbord St),43.661975,-79.407896,11
7192,Harbord St / Clinton St,43.660414,-79.415646,15
7193,Queen St W / Gladstone Ave,43.6430555555556,-79.4275,15
7194,Mortimer Ave / Coxwell Ave,43.690564,-79.326319,23
7195,Ulster St / Bathurst St,43.66,-79.4088888888889,11
7196,Roxton Rd / Harbord St,43.65905,-79.422988,11
7197,Queen St W / Dovercourt Rd,43.6436111111111,-79.4225,11
7198,Queen St W / Cowan Ave,43.6409,-79.432837,19
7199,College St / Markham St,43.6563888888889,-79.4091666666667,19
7202,Queen St W / York St (City Hall),43.651667,-79.384167,31
7203,Bathurst St/Queens Quay(Billy Bishop Airport),43.635492,-79.398253,35
7204,College St / Crawford St,43.655,-79.418889,19
7205,Rusholme Park Cres / College St,43.65277778,-79.42972222,15
7206,Claremont St / Dundas St W,43.651281,-79.411717,13
7207,Dundas St W / Crawford St,43.649722,-79.416944,19
7208,80 Clinton St (North of College) - SMART,43.656296,-79.414663,11
7209,Ossington Ave / Harrison St,43.651111111111106,-79.4213888888889,19
7210,Mary McCormick Rec Centre (Sheridan Ave),43.6475,-79.43305555555555,15
7211,Fort York Blvd / Garrison Rd,43.6375,-79.40611111111112,15
7216,Wellington St W / Stafford St,43.641281,-79.409339,23
7217,Soho St / Queen St W,43.6494896,-79.393535,19
7220,Lake Shore Blvd W / Ellis Ave,43.635932,-79.465083,19
7221,High Park Subway Station,43.6543604,-79.4655296,19
7222,Sunnyside - Gus Ryder Pool,43.637894,-79.454823,27
7223,Parkside Dr / Bloor St W - SMART,43.654501,-79.460053,12
7224,Bloor St W / High Park Ave (High Park),43.6535269,-79.4650569,19
7225,Lake Shore Blvd W / Windermere Ave,43.634896,-79.467763,19
7226,Lake Shore Blvd W / The Boulevard Club,43.636731,-79.444966,19
7227,Martin Goodman Trail (Marilyn Bell Park),43.6314,-79.4304,31
7228,Queen St W / Roncesvalles Ave,43.638399,-79.4464436,19
7229,Dundas St W / Roncesvalles Green P - SMART,43.6534268,-79.4512787,12
7230,Garden Ave / Roncesvalles Ave,43.643769,-79.447915,18
7231,Wright / Sorauren (Sorauren Park) - SMART,43.646677,-79.442741,18
7232,Queen St W  /  Fuller Ave - SMART,43.640255,-79.439223,16
7233,King / Cowan Ave - SMART,43.637922,-79.431734,16
7234,Roncesvalles Ave / Marmaduke St,43.650492,-79.450842,19
7235,Bay St / College St (West Side) - SMART,43.660087,-79.385655,12
7236,Thompson St / Broadview Ave - SMART,43.659471,-79.350325,12
7237,Ward Ave / Wallace Ave,43.662251,-79.446036,15
7238,Sorauren/Geoffrey (Sorauren Park) - SMART,43.649172,-79.4445087,16
7239,Bloor St W / Manning Ave - SMART,43.663912,-79.416124,20
7240,Bloor St W / Shaw Ave - SMART,43.662403,-79.423098,34
7241,519 Church St - SMART,43.666805,-79.381288,12
7242,Lake Shore Blvd W / Ontario Dr,43.630254,-79.420317,35
7243,Exhibition GO Station,43.6356551,-79.4184785,15
7244,Dufferin Gate - SMART,43.633473,-79.425679,16
7245,Tecumseth St / Queen St W - SMART,43.646552,-79.406468,9
7246,Yonge St / Bloor St,43.669969,-79.386532,14
7247,Howard Park Ave / Dundas St W - SMART,43.6521,-79.4486,12
7248,Baldwin Ave / Spadina Ave - SMART,43.654905,-79.398448,20
7249,Dovercourt Rd / Harrison St (Green P) - SMART,43.651145,-79.423742,12
7250,St. George St / Russell St - SMART,43.660296,-79.397107,16
7251,The Royal Ontario Museum (Bloor St Entrance),43.668561,-79.394403,19
7252,Robert St / Bloor St W - SMART,43.665846,-79.404998,18
7253,John St  / Mercer St - SMART,43.6461,-79.3895,12
7254,Borden St / Bloor St W - SMART,43.665461,-79.40848,12
7255,Stewart St / Bathurst St  - SMART,43.643307,-79.402176,16
7256,Vanauley St / Queen St W - SMART,43.648437,-79.39838,9
7257,Dundas St W / St. Patrick St,43.6545174,-79.3895315,19
7258,Queen St E / Rushbrooke Ave,43.6626628,-79.3323698,15
7259,Lower Spadina Ave / Lake Shore Blvd,43.638497,-79.39192,19
7260,Spadina Ave / Adelaide St W,43.646688,-79.395267,15
7261,Queens Quay E / Lower Sherbourne St,43.645215,-79.364898,27
7262,Wychwood Ave / Benson Ave - SMART,43.6809164,-79.4229684,16
7263,Walton St / Elizabeth St - SMART,43.657838,-79.38631,20
7264,Bloor St E / Huntley St - SMART,43.671535,-79.379173,16
7265,Wallace Ave / Symington Ave - SMART,43.661324,-79.449534,12
7266,Victoria Park Subway Station - SMART,43.6940155,-79.2889842,20
7267,Dundas St E / Pembroke St - SMART,43.658295,-79.372346,16
7268,111 Bond St (North of Dundas St E)  - SMART,43.656927,-79.378497,16
7269,Toronto Eaton Centre (Yonge St),43.655431,-79.380653,14
7270,Church St / Dundas St E - SMART,43.657024,-79.377257,15
7271,Yonge St / Alexander St - SMART,43.662862,-79.383572,18
7272,Yonge St / Dundonald St - SMART,43.665801,-79.384796,12
7273,Bay St / Charles St - SMART,43.668153,-79.38891,20
7274,Queen's Park Cres E / Grosvenor St - SMART,43.661803,-79.389682,12
7275,Queen St W / James St,43.652276,-79.380701,11
7276,Bloor St W / Balmuto St,43.669903,-79.387802,11
7277,Chorley Park - SMART,43.6856,-79.3718,20
7278,Mallon Ave / Jones Ave -SMART,43.66587,-79.33443,15
7279,Rosehill Ave / Avoca Ave - SMART,43.687999,-79.38906,16
7280,Charles St E / Jarvis St - SMART,43.669604,-79.381171,20
7281,Charles St W / Balmuto St - SMART,43.668427,-79.38725,16
7282,Adelaide St W / Bay St - SMART,43.650152,-79.379856,20
7283,Front St W / Bay St (South Side),43.64595,-79.378761,19
7284,University Ave / King St W - SMART,43.6477785,-79.3847928,16
7285,Spadina Ave / Harbord St - SMART,43.6629228,-79.4018451,36
7286,Gerrard St E / Broadview - SMART,43.665656,-79.352055,17
7287,Queen St E / Pape Ave - SMART,43.661673,-79.337789,8
7288,Humber Bay Shores Park West,43.6224434,-79.480284,31
7289,Humber Bay Shores Park East,43.6308933,-79.4722622,23
7291,190 Queens Quay E,43.6451308,-79.36536439999999,15
7292,Granby St / Church St - SMART,43.6605302,-79.3787235,12
7293,College St / McCaul St,43.65906,-79.393771,17
7296,Westmoreland Ave / Fernbank Ave,43.665327,-79.43235,19
7297,Havelock St / Dufferin Park - SMART,43.657343,-79.43112,19
7298,Bathurst St / Adelaide St W,43.645324,-79.40345,25
7299,Mill St / Parliament St,43.650256,-79.36163,15
7301,Primrose Ave / Davenport Rd - SMART,43.67142,-79.445947,15
7302,Winona Dr / Davenport Rd - SMART,43.674923,-79.430465,11
7303,Queen St E / Woodward Ave,43.665269,-79.319796,19
7309,Queen St. E / Rhodes Ave.,43.666224,-79.317693,23
7311,Sherbourne St / Isabella St,43.669576,-79.375961,15
7312,Amelia St. / Sumach St.,43.66852,-79.363525,11
7313,Coxwell Ave /  Lake Shore Blvd E,43.662771,-79.315223,15
7314,Queen St. E / Eastern Ave,43.667208,-79.312315,15
7315,Queen St E / Hammersmith Ave,43.671349,-79.29451,11
7316,Queen St. E / Spruce Hill Rd.,43.672571,-79.289,15
7317,Hubbard Blvd / Balsam Av,43.669328,-79.288949,19
7318,Hubbard Blvd. / Glen Manor Dr.,43.668633,-79.291162,15
7319,Lake Shore Blvd E / Knox Ave,43.660206,-79.3244,11
7320,Front St W / University Ave (1),43.6451635,-79.3831757,19
7321,Front St W / University Ave (2),43.6452972,-79.3827914,19
7322,King St W / Brant St,43.645062,-79.397345,23
7323,457 King St. W. at Spadina,43.6452091,-79.3960744,19
7324,King St W / Charlotte St (West),43.645572,-79.39399,19
7326,Davenport Rd / Lansdowne Ave. - SMART,43.671526,-79.44874,19
7327,Davenport Rd / Oakwood Rd - SMART,43.6741219,-79.4352208,16
7328,Roxborough St W / Yonge St,43.678077,-79.390328,17
7329,Crawford St / Queen St W,43.645665,-79.415345,19
7330,Lee Ave / Queen St E,43.669863,-79.297786,11
7331,Coxwell Ave / Plains Rd,43.69595,-79.328535,19
7332,200 Bloor St. E.,43.671561,-79.38117,23
7333,King St E / Victoria St,43.6495789,-79.3762096,19
7334,Simcoe St / Wellington St North,43.6462176,-79.3855048,15
7335,Bay St / Bloor St W (West Side),43.669244,-79.3894,15
7336,Queen St E / Alton Av,43.663912,-79.327987,19
7337,Gerrard Square Mall (1010 Gerrard St E),43.668553,-79.338673,15
7338,Logan Ave / Bain Ave,43.6720273,-79.3470557,11
7339,Carlaw Ave / Strathcona Ave,43.6753188,-79.3462789,15
7340,Blake St / Boultbee Ave - SMART,43.672453,-79.338259,15
7341,Eastern Ave / Winnifred Ave,43.6592088,-79.3348396,15
7342,Morse St / Eastern Ave,43.657991,-79.340075,11
7343,Alton Ave / Dundas St E (Greenwood Park),43.66745,-79.329408,23
7344,Cherry Beach,43.637764,-79.345359,49
7345,Cherry Beach Sports Field (55 Unwin Ave),43.640757,-79.343144,15
7346,Logan Av / Gerrard St E,43.6672144,-79.3452697,15
7347,Regal Rd / Dufferin St - SMART,43.673939,-79.441159,15
7348,Pape Ave / Gamble Ave,43.690237,-79.350119,19
7349,Gamble Ave / Broadview Ave,43.689211,-79.35438,23
7350,Broadview Ave / Westwood Ave,43.6848652,-79.356602,23
7351,Pretoria Av / Broadview Av,43.6783213,-79.35822,19
7352,Cosburn Ave / Donlands Ave,43.690537,-79.341307,19
7353,Fulton Ave / Pape Ave,43.68395,-79.347046,19
7354,Tommy Thompson Park (Leslie Street Spit),43.651737,-79.32325,19
7355,Beltline Trail / Chaplin Cres.,43.704461,-79.423122,15
7356,King St E / Ontario St.,43.651885,-79.3649,14
7357,Lake Shore Blvd E / Leslie St,43.659195,-79.329196,19
7358,Gailbraith Rd / King’s College Cr. (U of T),43.660382,-79.3954,17
7359,Rosedale Park (20 Schofield Ave),43.682645,-79.377557,23
7360,Concord Av / Dewson St - SMART,43.656945,-79.424911,17
7361,Hocken Ave./Vaughan Rd.,43.6817346,-79.4184725,19
7362,St Clair Ave W / Bathurst St.,43.683296,-79.418734,19
7363,Wells Hill Ave / St Clair Ave W,43.683351,-79.41562,15
7364,Queen St E / Nursewood Rd (Neville Park Loop),43.673831,-79.281455,19
7365,Kew Beach Ave / Kenilworth Ave,43.666325,-79.3014,23
7366,Fort York Blvd / Bathurst St SMART,43.639052,-79.399792,20
7367,Alma Ave / Gladstone Ave SMART,43.6448617,-79.42822,16
7368,Lisgar St / Dundas St SMART,43.6493472,-79.42668,8
7369,Dupont St / Emerson Ave SMART,43.667266,-79.443946,16
7371,Eglinton Ave W / Henning Ave SMART,43.7063473,-79.40161,20
7372,King St W / Portland St,43.6448257,-79.3993258,19
7373,George St / King St E,43.6509552,-79.3707,14
7374,Frederick St / The Esplanade,43.6487245,-79.36839,19
7375,Front St E / Scott St,43.6476616,-79.37549,11
7376,Frobisher Ave / Lascelles Blvd,43.696708,-79.40045,19
7377,Balliol St / Yonge St  SMART,43.6978701,-79.39419,20
7378,Yonge St / Davisville Ave,43.6975969,-79.39654,15
7379,Lawton Blvd / Yonge St,43.6910667,-79.39535,15
7380,Erskine Ave / Yonge St SMART,43.7112153,-79.39894,16
7381,Roehampton Ave / Yonge St,43.7080145,-79.39826,19
7382,Simcoe St / Adelaide St W,43.6481303,-79.38632,20
7383,12 Harbour St,43.6425636,-79.3762,15
7384,Cumberland Ave / Bay St SMART,43.6704537,-79.39014,12
7385,20 Charles St E - SMART,43.6691099,-79.38551,23
7386,D'Arcy St. /McCaul St. SMART,43.655227,-79.39201,16
7387,Mortimer Ave / Carlaw Ave SMART,43.685167,-79.34962,12
7388,Broadview Ave / Danforth Ave,43.6772,-79.35858,15
7389,College Park- Gerrard Entrance,43.658938,-79.383518,25
7391,Yonge St / Dundas Sq,43.655766,-79.3802,27
7392,Woodbine Subway Green P SMART,43.686829,-79.311073,20
7395,Dentonia Park,43.694341,-79.291416,23
7398,York St / Harbour St,43.64116,-79.37979,39
7399,Lower Jarvis / Queens Quay E,43.64422,-79.36927,19
7400,Polson Pier,43.641675,-79.354006,23
7402,Wellington St W / Bathurst St,43.6426245,-79.4024594,15
7403,Lascelles Blvd / Eglinton Ave W,43.70547,-79.40355,19
7404,Roehampton Ave / Mount Pleasant Rd,43.70942,-79.39139,19
7406,Victoria St / Queen St E,43.652822,-79.378208,23
7407,University Ave / Queen St W,43.65158,-79.38655,23
7408,University Ave / Armoury St - SMART,43.65263,-79.38766,23
7409,Isabella St / Church St,43.66834,-79.38235,19
7410,Howard St / Rose Ave - SMART,43.671278,-79.372127,19
7411,Little Norway Park,43.635023,-79.399505,22
7412,King St W / Crawford St - SMART,43.6417852,-79.4131148,23
7413,Dundas St W / Watkinson Ave,43.66478,-79.45991,15
7414,Keele St / Annette St,43.66402,-79.46418,15
7415,Keele St / Vine Ave,43.66686,-79.46526,23
7416,Spadina Ave / Blue Jays Way,43.641705,-79.393295,30
7417,King St W / Jordan St,43.648928,-79.378623,11
7418,College Park - Yonge St Entrance,43.65988,-79.38279,25
7419,Bloor St W / Huron St,43.667023,-79.401805,27
7420,Barton St / Howland St - SMART,43.66842,-79.410585,19
7422,Tyndall Ave / King St W - SMART,43.638426,-79.429142,16
7423,Merton St / Al Green Ln,43.696479,-79.394855,23
7424,Merton St / Mount Pleasant Rd,43.697819,-79.38786,23
7425,The Queensway at South Kingsway,43.63632,-79.47307,23
7426,Fleet St / Garrison Rd (Fort York),43.636804,-79.408832,38
7427,Northern Dancer Blvd / Lake Shore Blvd E,43.663162,-79.309765,27
7428,Woodbine Ave / Lake Shore Blvd E,43.665645,-79.304711,27
7429,Woodbine Subway Station - SMART,43.686442,-79.313404,15
7430,Marilyn Bell Park Tennis Court,43.633537,-79.437461,27
7431,Gerrard St E / Leslie St,43.669813,-79.3335,22
7432,Frederick St / King St E,43.651118,-79.369411,23
7433,Dundas St E / Boulton Ave - SMART,43.663148,-79.347938,15
7434,Via Italia / Mackay Ave,43.676697,-79.445029,17
7435,Rushton Rd / St Clair Ave W,43.68114,-79.4277,10
7436,Shaw St / Dupont St - SMART,43.67072,-79.42677,19
7437,Concord Ave / Bloor St W - SMART,43.66189,-79.42679,15
7438,High Park Subway,43.65389,-79.4675,15
7440,Martin Goodman Trail / Ontario Dr,43.63121,-79.41414,27
7441,Pacific Ave / Glenlake Ave,43.65716,-79.46478,27
7442,Lonsdale Rd / Spadina Rd,43.688526,-79.412903,15
7443,Dundas St E / George St,43.6574766,-79.373446,24
7444,Clendenan Ave / Rowland St - SMART,43.66073,-79.47149,20
7445,Eastwood Rd / Coxwell Ave,43.673118,-79.318651,19
7446,Orchard Park,43.66908,-79.3149,19
7447,Trent Ave / Danforth Ave,43.689293,-79.295895,23
7448,Goodwood Park Ct / Dentonia Park,43.694826,-79.295208,19
7449,Cosburn Ave / Cedarvale Ave,43.697139,-79.31469,15
7450,Carlaw Ave / Danforth Ave,43.678285,-79.347346,15
7451,Western Battery Rd / Pirandello St - SMART,43.640075,-79.414156,31
7452,Bleecker St / St James Ave,43.669232,-79.374495,20
7453,Jarvis St / Maitland Pl,43.664736,-79.377579,17
7454,Pottery Rd / Lower Don River Trail,43.688148,-79.362101,15
7455,E.T. Seton Park (Eglinton Ave E / Leslie St),43.715951,-79.351246,27
7456,Belmont St / Davenport Rd - SMART,43.6743811,-79.3924893,20
7457,Queen's Park Cres W / Hoskin Ave,43.665221,-79.394009,23
7458,Church St / Lombard St,43.651678,-79.375233,17
7459,St Clair Ave W / Winona Ave,43.680466,-79.432522,11
7460,High Park Outdoor Pool,43.649217,-79.465319,26
7461,High Park Amphitheatre,43.645653,-79.464366,22
7462,Richmond St E / Yonge St,43.651838,-79.378743,17
7463,Adelaide St W / Brant St,43.6462574,-79.3973381,17
7465,Russell Hill Rd / St Clair Ave W,43.685569,-79.408019,19
7466,Glendonwynne Ave / Bloor St W,43.65182,-79.47421,19
7467,Lower Simcoe St / Bremner Blvd,43.64283,-79.38409,15
7468,Front St / Simcoe St,43.6442,-79.38702,18
7469,Wellington St W / York St,43.646734,-79.38301,23
7470,York St / Lake Shore Blvd W,43.64196,-79.380806,19
7471,Lake Shore Blvd W / Louisa St,43.61868,-79.48674,15
7472,Dundas St E / Victoria St,43.656311,-79.379158,40
7473,Adelaide St W / Strachan Ave,43.643253094827294,-79.41230469904167,15
7474,Clarence Square,43.64407,-79.3929,23
7475,Jarvis St / Richmond St E,43.652777,-79.372637,19
7476,Symington Ave / Dupont St - SMART,43.665538,-79.451263,15
7477,Antler St / Campbell Ave - SMART,43.664182,-79.449066,20
7478,Ellis Ave / The Queensway,43.63855,-79.46693,19
7479,Jane St / Bloor St W (Jane Subway Station),43.64976,-79.48477,15
