"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-06-01 00:00","2020","06","01","00:00","10.3","","6.3","","76","","25","","11","","16.1","","101.40","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-06-01 01:00","2020","06","01","01:00","9.5","","6.2","","80","","23","","11","","16.1","","101.37","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-06-01 02:00","2020","06","01","02:00","9.9","","5.3","","73","","25","","11","","16.1","","101.37","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-06-01 03:00","2020","06","01","03:00","10.0","","3.0","","62","","27","","13","","16.1","","101.35","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-06-01 04:00","2020","06","01","04:00","11.2","","2.6","","55","","30","","15","","16.1","","101.39","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-06-01 05:00","2020","06","01","05:00","10.8","","2.9","","58","","32","","13","","16.1","","101.44","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-06-01 06:00","2020","06","01","06:00","10.9","","3.7","","61","","33","","13","","16.1","","101.48","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-06-01 07:00","2020","06","01","07:00","12.5","","4.2","","57","","32","","8","","16.1","","101.50","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-06-01 08:00","2020","06","01","08:00","14.7","","4.5","","50","","28","","9","","16.1","","101.47","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-06-01 09:00","2020","06","01","09:00","12.4","","7.0","","69","","19","","21","","16.1","","101.43","","","","","","NA"
