"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-07-01 00:00","2020","07","01","00:00","20.3","","18.1","","87","","8","","8","","16.1","","100.55","","26","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-07-01 01:00","2020","07","01","01:00","20.8","","17.6","","81","","9","","4","","16.1","","100.53","","27","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-07-01 02:00","2020","07","01","02:00","19.0","","17.5","","91","","7","","8","","16.1","","100.51","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-07-01 03:00","2020","07","01","03:00","19.6","","17.3","","86","","","","0","","16.1","","100.50","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-07-01 04:00","2020","07","01","04:00","18.8","","17.2","","90","","","M","4","","16.1","","100.49","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-07-01 05:00","2020","07","01","05:00","18.0","","16.9","","93","","","","0","","16.1","","100.54","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-07-01 06:00","2020","07","01","06:00","20.2","","18.0","","87","","20","","4","","16.1","","100.58","","26","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-07-01 07:00","2020","07","01","07:00","22.2","","18.3","","78","","","","0","","16.1","","100.61","","28","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-07-01 08:00","2020","07","01","08:00","24.5","","18.3","","68","","8","","8","","16.1","","100.62","","31","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-07-01 09:00","2020","07","01","09:00","23.3","","17.9","","71","","10","","9","","14.5","","100.64","","29","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-07-01 10:00","2020","07","01","10:00","23.9","","18.1","","70","","13","","9","","16.1","","100.62","","30","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-07-01 11:00","2020","07","01","11:00","24.0","","18.9","","73","","16","","9","","16.1","","100.59","","31","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-07-01 12:00","2020","07","01","12:00","23.5","","19.7","","79","","19","","9","","16.1","","100.56","","31","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-07-01 13:00","2020","07","01","13:00","23.5","","20.1","","81","","24","","8","","16.1","","100.50","","31","","","","NA"
