"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-09-01 00:00","2018","09","01","00:00","18.8","","16.4","","86","","7","","9","","16.1","","101.20","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-09-01 01:00","2018","09","01","01:00","18.4","","16.4","","88","","","","0","","16.1","","101.23","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-09-01 02:00","2018","09","01","02:00","17.5","","16.4","","93","","","","0","","8.1","","101.19","","","","","","Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-09-01 03:00","2018","09","01","03:00","17.5","","16.4","","93","","","","0","","16.1","","101.17","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-09-01 04:00","2018","09","01","04:00","17.9","","16.6","","92","","7","","9","","16.1","","101.17","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-09-01 05:00","2018","09","01","05:00","18.5","","16.9","","90","","8","","13","","16.1","","101.15","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-09-01 06:00","2018","09","01","06:00","18.5","","17.6","","94","","7","","13","","8.1","","101.17","","","","","","Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-09-01 07:00","2018","09","01","07:00","18.9","","18.4","","97","","7","","11","","0.2","","101.19","","","","","","Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-09-01 08:00","2018","09","01","08:00","19.5","","19.2","","98","","7","","11","","0.2","","101.20","","","","","","Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-09-01 09:00","2018","09","01","09:00","20.6","","20.1","","97","","6","","9","","16.1","","101.23","","28","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-09-01 10:00","2018","09","01","10:00","22.1","","20.2","","89","","21","","5","","16.1","","101.27","","30","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-09-01 11:00","2018","09","01","11:00","23.3","","20.9","","86","","21","","8","","16.1","","101.22","","32","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-09-01 12:00","2018","09","01","12:00","23.6","","20.9","","85","","","M","4","","16.1","","101.19","","32","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-09-01 13:00","2018","09","01","13:00","23.7","","20.9","","84","","7","","13","","12.9","","101.12","","32","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-09-01 14:00","2018","09","01","14:00","23.6","","20.9","","84","","7","","15","","16.1","","101.07","","32","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-09-01 15:00","2018","09","01","15:00","23.8","","21.3","","86","","7","","17","","16.1","","100.97","","32","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-09-01 16:00","2018","09","01","16:00","23.7","","21.6","","88","","8","","17","","16.1","","100.91","","33","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-09-01 17:00","2018","09","01","17:00","23.3","","21.6","","90","","7","","17","","16.1","","100.88","","32","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-09-01 18:00","2018","09","01","18:00","22.5","","21.3","","93","","7","","17","","16.1","","100.93","","31","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-09-01 19:00","2018","09","01","19:00","22.8","","21.7","","93","","9","","13","","16.1","","100.88","","32","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-09-01 20:00","2018","09","01","20:00","22.7","","21.6","","94","","7","","13","","16.1","","100.88","","32","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-09-01 21:00","2018","09","01","21:00","23.3","","21.6","","90","","10","","8","","16.1","","100.93","","32","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-09-01 22:00","2018","09","01","22:00","22.6","","20.9","","90","","26","","9","","16.1","","100.91","","31","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-09-01 23:00","2018","09","01","23:00","22.5","","20.5","","88","","19","","8","","16.1","","100.91","","30","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-09-02 00:00","2018","09","02","00:00","21.9","","20.4","","91","","","M","4","","16.1","","100.91","","30","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-09-02 01:00","2018","09","02","01:00","21.9","","20.6","","92","","","M","4","","16.1","","100.87","","30","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-09-02 02:00","2018","09","02","02:00","21.9","","20.6","","92","","6","","4","","16.1","","100.87","","30","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-09-02 03:00","2018","09","02","03:00","22.5","","21.0","","91","","","","0","","16.1","","100.85","","31","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-09-02 04:00","2018","09","02","04:00","22.4","","21.2","","93","","18","","8","","16.1","","100.87","","31","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-09-02 05:00","2018","09","02","05:00","21.6","","21.0","","96","","26","","9","","16.1","","100.91","","30","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-09-02 06:00","2018","09","02","06:00","21.3","","20.7","","96","","26","","8","","16.1","","100.97","","29","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-09-02 07:00","2018","09","02","07:00","22.0","","21.2","","95","","22","","13","","16.1","","101.01","","31","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-09-02 08:00","2018","09","02","08:00","21.9","","20.9","","94","","21","","11","","16.1","","101.06","","30","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-09-02 09:00","2018","09","02","09:00","22.1","","21.0","","93","","19","","9","","16.1","","101.05","","31","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-09-02 10:00","2018","09","02","10:00","23.7","","22.2","","91","","20","","28","","16.1","","101.07","","33","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-09-02 11:00","2018","09","02","11:00","24.0","","22.1","","89","","20","","21","","16.1","","101.05","","33","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-09-02 12:00","2018","09","02","12:00","23.2","","21.9","","92","","21","","24","","16.1","","100.98","","32","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-09-02 13:00","2018","09","02","13:00","23.5","","21.7","","90","","21","","21","","16.1","","100.99","","33","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-09-02 14:00","2018","09","02","14:00","23.6","","21.5","","88","","20","","18","","16.1","","100.96","","32","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-09-02 15:00","2018","09","02","15:00","25.2","","22.1","","83","","19","","17","","16.1","","100.94","","35","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-09-02 16:00","2018","09","02","16:00","25.2","","22.1","","83","","18","","17","","16.1","","100.92","","35","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-09-02 17:00","2018","09","02","17:00","25.0","","21.8","","82","","18","","15","","16.1","","100.90","","34","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-09-02 18:00","2018","09","02","18:00","24.0","","21.4","","85","","23","","5","","16.1","","100.90","","33","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-09-02 19:00","2018","09","02","19:00","23.6","","21.2","","86","","","","0","","16.1","","100.91","","32","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-09-02 20:00","2018","09","02","20:00","23.1","","20.9","","87","","","M","4","","16.1","","100.95","","31","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-09-02 21:00","2018","09","02","21:00","23.0","","21.0","","88","","26","","8","","16.1","","101.01","","31","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-09-02 22:00","2018","09","02","22:00","22.4","","20.9","","91","","23","","5","","16.1","","101.06","","31","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-09-02 23:00","2018","09","02","23:00","22.1","","20.9","","93","","","M","4","","16.1","","101.05","","30","","","","NA"
