"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-01-01 00:00","2020","01","01","00:00","0.2","","-3.7","","75","","25","","35","","16.1","","99.30","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-01-01 01:00","2020","01","01","01:00","0.1","","-4.0","","74","","25","","34","","16.1","","99.33","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-01-01 02:00","2020","01","01","02:00","0.0","","-3.9","","75","","25","","34","","16.1","","99.36","","","","-7","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-01-01 03:00","2020","01","01","03:00","-0.2","","-4.3","","74","","25","","32","","16.1","","99.40","","","","-7","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-01-01 04:00","2020","01","01","04:00","-0.2","","-4.1","","75","","25","","28","","16.1","","99.45","","","","-7","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-01-01 05:00","2020","01","01","05:00","-0.2","","-4.3","","74","","25","","32","","16.1","","99.44","","","","-7","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-01-01 06:00","2020","01","01","06:00","-0.3","","-4.0","","76","","25","","32","","16.1","","99.49","","","","-7","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-01-01 07:00","2020","01","01","07:00","-0.3","","-4.3","","75","","25","","30","","16.1","","99.53","","","","-7","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-01-01 08:00","2020","01","01","08:00","-0.3","","-4.5","","73","","25","","28","","16.1","","99.61","","","","-7","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-01-01 09:00","2020","01","01","09:00","-0.3","","-3.8","","77","","25","","28","","16.1","","99.67","","","","-7","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-01-01 10:00","2020","01","01","10:00","0.4","","-3.6","","74","","25","","32","","16.1","","99.75","","","","","","NA"
