"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-12-01 00:00","2018","12","01","00:00","2.7","","-0.9","","77","","29","","8","","14.5","","101.23","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-12-01 01:00","2018","12","01","01:00","2.7","","-0.9","","77","","34","","5","","11.3","","101.18","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-12-01 02:00","2018","12","01","02:00","2.5","","-1.0","","78","","29","","8","","12.9","","101.20","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-12-01 03:00","2018","12","01","03:00","1.9","","-1.5","","78","","30","","11","","12.9","","101.28","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-12-01 04:00","2018","12","01","04:00","1.8","","-1.6","","78","","32","","11","","12.9","","101.27","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-12-01 05:00","2018","12","01","05:00","1.9","","-1.7","","77","","34","","5","","16.1","","101.29","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-12-01 06:00","2018","12","01","06:00","2.0","","-1.2","","79","","33","","4","","16.1","","101.27","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-12-01 07:00","2018","12","01","07:00","2.0","","-0.9","","81","","14","","5","","14.5","","101.28","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-12-01 08:00","2018","12","01","08:00","2.5","","-0.6","","80","","9","","5","","12.9","","101.23","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-12-01 09:00","2018","12","01","09:00","2.6","","0.2","","84","","6","","17","","9.7","","101.18","","","","","","Haze"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-12-01 10:00","2018","12","01","10:00","3.5","","0.0","","78","","9","","17","","16.1","","101.11","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-12-01 11:00","2018","12","01","11:00","3.3","","0.7","","83","","12","","13","","16.1","","101.16","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-12-01 12:00","2018","12","01","12:00","3.5","","0.6","","81","","9","","22","","16.1","","101.05","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-12-01 13:00","2018","12","01","13:00","3.6","","0.2","","78","","8","","24","","16.1","","100.91","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-12-01 14:00","2018","12","01","14:00","3.5","","0.1","","78","","8","","34","","16.1","","100.79","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-12-01 15:00","2018","12","01","15:00","3.5","","0.2","","79","","9","","35","","16.1","","100.68","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-12-01 16:00","2018","12","01","16:00","3.5","","0.9","","83","","9","","34","","16.1","","100.65","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-12-01 17:00","2018","12","01","17:00","3.7","","1.1","","83","","8","","26","","16.1","","100.60","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-12-01 18:00","2018","12","01","18:00","3.6","","1.2","","84","","8","","35","","16.1","","100.59","","","","","","Rain"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-12-01 19:00","2018","12","01","19:00","3.2","","1.7","","90","","8","","37","","12.9","","100.46","","","","","","Rain"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-12-01 20:00","2018","12","01","20:00","3.5","","1.9","","89","","8","","37","","16.1","","100.35","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-12-01 21:00","2018","12","01","21:00","3.7","","1.9","","88","","8","","34","","16.1","","100.22","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-12-01 22:00","2018","12","01","22:00","3.6","","1.8","","88","","8","","34","","14.5","","100.07","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-12-01 23:00","2018","12","01","23:00","3.5","","2.5","","93","","8","","28","","6.4","","99.99","","","","","","Rain,Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-12-02 00:00","2018","12","02","00:00","3.7","","3.1","","96","","9","","24","","3.6","","99.92","","","","","","Rain,Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-12-02 01:00","2018","12","02","01:00","3.8","","3.2","","96","","9","","28","","6.4","","99.79","","","","","","Rain,Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-12-02 02:00","2018","12","02","02:00","4.1","","3.6","","97","","9","","30","","6.4","","99.67","","","","","","Rain,Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-12-02 03:00","2018","12","02","03:00","4.3","","3.9","","97","","8","","30","","14.5","","99.57","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-12-02 04:00","2018","12","02","04:00","4.6","","4.2","","97","","9","","30","","16.1","","99.45","","","","","","Rain"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-12-02 05:00","2018","12","02","05:00","4.7","","4.1","","96","","8","","30","","16.1","","99.32","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-12-02 06:00","2018","12","02","06:00","4.8","","4.2","","96","","7","","34","","16.1","","99.23","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-12-02 07:00","2018","12","02","07:00","4.9","","4.5","","97","","8","","26","","9.7","","99.18","","","","","","Rain,Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-12-02 08:00","2018","12","02","08:00","4.9","","4.5","","97","","7","","24","","11.3","","99.09","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-12-02 09:00","2018","12","02","09:00","5.1","","4.8","","98","","7","","21","","16.1","","99.04","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-12-02 10:00","2018","12","02","10:00","5.4","","5.1","","98","","6","","17","","16.1","","99.03","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-12-02 11:00","2018","12","02","11:00","5.5","","5.1","","97","","8","","17","","16.1","","98.98","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-12-02 12:00","2018","12","02","12:00","6.0","","5.6","","97","","7","","15","","16.1","","98.90","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-12-02 13:00","2018","12","02","13:00","6.7","","6.0","","95","","8","","11","","16.1","","98.84","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-12-02 14:00","2018","12","02","14:00","7.4","","6.2","","92","","7","","9","","16.1","","98.79","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-12-02 15:00","2018","12","02","15:00","7.7","","6.0","","89","","8","","13","","16.1","","98.75","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-12-02 16:00","2018","12","02","16:00","6.8","","5.4","","91","","9","","11","","16.1","","98.75","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-12-02 17:00","2018","12","02","17:00","6.5","","5.6","","94","","8","","11","","16.1","","98.70","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-12-02 18:00","2018","12","02","18:00","6.4","","5.7","","95","","8","","11","","16.1","","98.69","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-12-02 19:00","2018","12","02","19:00","7.4","","6.8","","96","","7","","15","","16.1","","98.63","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-12-02 20:00","2018","12","02","20:00","9.0","","7.6","","91","","29","","9","","8.1","","98.74","","","","","","Moderate Rain,Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-12-02 21:00","2018","12","02","21:00","8.3","","7.6","","95","","","M","4","","16.1","","98.70","","","","","","Rain"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-12-02 22:00","2018","12","02","22:00","6.2","","5.7","","97","","22","","8","","16.1","","98.75","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-12-02 23:00","2018","12","02","23:00","6.4","","5.9","","96","","26","","13","","16.1","","98.78","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-12-03 00:00","2018","12","03","00:00","6.0","","5.6","","97","","25","","4","","8.1","","98.74","","","","","","Rain,Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-12-03 01:00","2018","12","03","01:00","5.9","","5.6","","98","","21","","9","","3.6","","98.73","","","","","","Rain,Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-12-03 02:00","2018","12","03","02:00","5.8","","5.5","","98","","22","","37","","16.1","","98.77","","","","","","Rain"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-12-03 03:00","2018","12","03","03:00","5.7","","4.2","","90","","24","","35","","16.1","","98.89","","","","","","Rain"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-12-03 04:00","2018","12","03","04:00","5.2","","3.5","","89","","23","","35","","16.1","","98.92","","","","","","NA"
