"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-11-01 00:00","2018","11","01","00:00","6.9","","5.4","","90","","26","","11","","16.1","","100.45","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-11-01 01:00","2018","11","01","01:00","6.9","","5.5","","91","","24","","11","","16.1","","100.42","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-11-01 02:00","2018","11","01","02:00","6.9","","5.1","","88","","27","","4","","16.1","","100.41","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-11-01 03:00","2018","11","01","03:00","6.8","","4.8","","87","","27","","5","","16.1","","100.41","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-11-01 04:00","2018","11","01","04:00","7.0","","4.8","","86","","27","","5","","16.1","","100.42","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-11-01 05:00","2018","11","01","05:00","7.3","","4.8","","84","","29","","5","","16.1","","100.47","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-11-01 06:00","2018","11","01","06:00","6.6","","4.6","","87","","17","","4","","16.1","","100.43","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-11-01 07:00","2018","11","01","07:00","6.4","","5.2","","92","","","","0","","16.1","","100.44","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-11-01 08:00","2018","11","01","08:00","7.4","","6.2","","92","","11","","5","","16.1","","100.43","","","","","","Rain"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-11-01 09:00","2018","11","01","09:00","7.9","","6.0","","88","","14","","8","","16.1","","100.42","","","","","","Rain"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2018-11-01 10:00","2018","11","01","10:00","7.3","","5.9","","91","","19","","9","","14.5","","100.40","","","","","","Rain"
