"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-01 00:00","2020","12","01","00:00","0.7","","-0.6","","91","","32","","22","","6.4","","98.92","","","","","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-01 01:00","2020","12","01","01:00","0.2","","-1.1","","91","","33","","24","","3.2","","98.88","","","","","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-01 02:00","2020","12","01","02:00","-0.1","","-1.5","","90","","32","","24","","3.2","","98.89","","","","-6","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-01 03:00","2020","12","01","03:00","-0.4","","-1.9","","90","","33","","28","","4.8","","98.89","","","","-7","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-01 04:00","2020","12","01","04:00","-0.7","","-2.3","","89","","33","","24","","3.2","","98.88","","","","-7","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-01 05:00","2020","12","01","05:00","-0.9","","-2.3","","90","","34","","17","","2.4","","98.88","","","","-6","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-01 06:00","2020","12","01","06:00","-1.1","","-2.4","","91","","33","","21","","2.0","","98.88","","","","-7","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-01 07:00","2020","12","01","07:00","-1.0","","-2.6","","89","","34","","17","","3.2","","98.89","","","","-6","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-01 08:00","2020","12","01","08:00","-0.9","","-2.6","","88","","33","","22","","4.0","","98.90","","","","-7","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-01 09:00","2020","12","01","09:00","-0.8","","-2.9","","86","","32","","17","","4.8","","98.92","","","","-6","","Snow"
